[2024-11-02T06:44:15.270+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-11-02T06:44:12.920173+00:00 [queued]>
[2024-11-02T06:44:15.279+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-11-02T06:44:12.920173+00:00 [queued]>
[2024-11-02T06:44:15.280+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-11-02T06:44:15.295+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProducerOperator): generate_txn_fact_data> on 2024-11-02 06:44:12.920173+00:00
[2024-11-02T06:44:15.299+0000] {standard_task_runner.py:57} INFO - Started process 381 to run task
[2024-11-02T06:44:15.302+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'manual__2024-11-02T06:44:12.920173+00:00', '--job-id', '1197', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpdjxxhaa1']
[2024-11-02T06:44:15.305+0000] {standard_task_runner.py:85} INFO - Job 1197: Subtask generate_txn_fact_data
[2024-11-02T06:44:15.351+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-11-02T06:44:12.920173+00:00 [running]> on host 5e812a6a7c02
[2024-11-02T06:44:15.426+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='minhtranquang' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-11-02T06:44:12.920173+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-11-02T06:44:12.920173+00:00'
[2024-11-02T06:44:15.429+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2024-11-02T06:44:15.429+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-11-02T06:44:15.431+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2024-11-02T06:44:15.533+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-11-02T06:44:15.533+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-11-02T06:44:15.688+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2024-11-02T06:44:15.689+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2024-11-02T06:44:15.690+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
[2024-11-02T06:44:15.897+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1724741055536, 'account_id': 'A00060', 'customer_id': 'C00018', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00061', 'transaction_amount': 5512.13, 'exchange_rate': 0.8065}
[2024-11-02T06:44:15.912+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000013', 'transaction_date': 1726382655912, 'account_id': 'A00085', 'customer_id': 'C00040', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00061', 'transaction_amount': 380.16, 'exchange_rate': 1.2565}
[2024-11-02T06:44:15.913+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000014', 'transaction_date': 1715150655913, 'account_id': 'A00030', 'customer_id': 'C00046', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00080', 'transaction_amount': 4914.41, 'exchange_rate': 0.9614}
[2024-11-02T06:44:15.915+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1718174655914, 'account_id': 'A00067', 'customer_id': 'C00037', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00080', 'transaction_amount': 799.29, 'exchange_rate': 1.1054}
[2024-11-02T06:44:15.916+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000016', 'transaction_date': 1701585855916, 'account_id': 'A00028', 'customer_id': 'C00048', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00005', 'transaction_amount': 9710.04, 'exchange_rate': 0.6268}
[2024-11-02T06:44:15.918+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000017', 'transaction_date': 1720766655918, 'account_id': 'A00056', 'customer_id': 'C00021', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00015', 'transaction_amount': 3108.17, 'exchange_rate': 0.7275}
[2024-11-02T06:44:15.919+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000018', 'transaction_date': 1716533055919, 'account_id': 'A00033', 'customer_id': 'C00060', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00057', 'transaction_amount': 5229.53, 'exchange_rate': 1.36}
[2024-11-02T06:44:15.920+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000019', 'transaction_date': 1703313855920, 'account_id': 'A00031', 'customer_id': 'C00002', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00070', 'transaction_amount': 9956.21, 'exchange_rate': 1.2577}
[2024-11-02T06:44:15.922+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000020', 'transaction_date': 1699339455921, 'account_id': 'A00073', 'customer_id': 'C00024', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00055', 'transaction_amount': 1375.97, 'exchange_rate': 0.535}
[2024-11-02T06:44:15.923+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000021', 'transaction_date': 1727246655923, 'account_id': 'A00051', 'customer_id': 'C00013', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00043', 'transaction_amount': 396.97, 'exchange_rate': 1.3803}
[2024-11-02T06:44:15.924+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000022', 'transaction_date': 1722494655924, 'account_id': 'A00091', 'customer_id': 'C00062', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00037', 'transaction_amount': 7938.23, 'exchange_rate': 0.9035}
[2024-11-02T06:44:15.925+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000023', 'transaction_date': 1723617855925, 'account_id': 'A00090', 'customer_id': 'C00069', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00016', 'transaction_amount': 5207.19, 'exchange_rate': 0.5761}
[2024-11-02T06:44:15.926+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000024', 'transaction_date': 1709621055926, 'account_id': 'A00008', 'customer_id': 'C00068', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00076', 'transaction_amount': 4643.26, 'exchange_rate': 0.7214}
[2024-11-02T06:44:15.927+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000025', 'transaction_date': 1724222655927, 'account_id': 'A00041', 'customer_id': 'C00093', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00085', 'transaction_amount': 8897.29, 'exchange_rate': 0.9598}
[2024-11-02T06:44:15.928+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000026', 'transaction_date': 1726555455928, 'account_id': 'A00032', 'customer_id': 'C00051', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00009', 'transaction_amount': 9283.95, 'exchange_rate': 0.6741}
[2024-11-02T06:44:15.930+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000027', 'transaction_date': 1725518655929, 'account_id': 'A00028', 'customer_id': 'C00096', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00061', 'transaction_amount': 2026.65, 'exchange_rate': 1.2893}
[2024-11-02T06:44:15.931+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000028', 'transaction_date': 1716878655931, 'account_id': 'A00022', 'customer_id': 'C00061', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00077', 'transaction_amount': 5873.33, 'exchange_rate': 0.7169}
[2024-11-02T06:44:15.933+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000029', 'transaction_date': 1713854655932, 'account_id': 'A00096', 'customer_id': 'C00009', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00003', 'transaction_amount': 373.61, 'exchange_rate': 1.0721}
[2024-11-02T06:44:15.934+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000030', 'transaction_date': 1709448255934, 'account_id': 'A00061', 'customer_id': 'C00024', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00085', 'transaction_amount': 704.62, 'exchange_rate': 1.232}
[2024-11-02T06:44:15.935+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000031', 'transaction_date': 1707374655935, 'account_id': 'A00004', 'customer_id': 'C00050', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00057', 'transaction_amount': 622.21, 'exchange_rate': 0.9601}
[2024-11-02T06:44:15.937+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000032', 'transaction_date': 1728456255937, 'account_id': 'A00051', 'customer_id': 'C00020', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00072', 'transaction_amount': 3591.91, 'exchange_rate': 0.8267}
[2024-11-02T06:44:15.938+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000033', 'transaction_date': 1711089855938, 'account_id': 'A00056', 'customer_id': 'C00053', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00013', 'transaction_amount': 2664.59, 'exchange_rate': 0.8127}
[2024-11-02T06:44:15.939+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000034', 'transaction_date': 1705301055939, 'account_id': 'A00093', 'customer_id': 'C00052', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00052', 'transaction_amount': 2185.71, 'exchange_rate': 1.2854}
[2024-11-02T06:44:15.940+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000035', 'transaction_date': 1719989055940, 'account_id': 'A00019', 'customer_id': 'C00023', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00041', 'transaction_amount': 6119.1, 'exchange_rate': 1.1876}
[2024-11-02T06:44:15.941+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000036', 'transaction_date': 1725777855941, 'account_id': 'A00030', 'customer_id': 'C00097', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00012', 'transaction_amount': 843.28, 'exchange_rate': 0.8996}
[2024-11-02T06:44:15.943+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000037', 'transaction_date': 1714805055942, 'account_id': 'A00027', 'customer_id': 'C00013', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00084', 'transaction_amount': 8451.8, 'exchange_rate': 0.7971}
[2024-11-02T06:44:15.944+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000038', 'transaction_date': 1724395455943, 'account_id': 'A00049', 'customer_id': 'C00024', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00009', 'transaction_amount': 7426.96, 'exchange_rate': 0.8364}
[2024-11-02T06:44:15.945+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000039', 'transaction_date': 1721889855945, 'account_id': 'A00056', 'customer_id': 'C00074', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00018', 'transaction_amount': 6089.12, 'exchange_rate': 0.8578}
[2024-11-02T06:44:15.946+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000040', 'transaction_date': 1713077055946, 'account_id': 'A00072', 'customer_id': 'C00064', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00036', 'transaction_amount': 3092.03, 'exchange_rate': 0.664}
[2024-11-02T06:44:15.948+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000041', 'transaction_date': 1725259455948, 'account_id': 'A00067', 'customer_id': 'C00077', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00078', 'transaction_amount': 6153.32, 'exchange_rate': 1.2722}
[2024-11-02T06:44:15.950+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000042', 'transaction_date': 1717829055949, 'account_id': 'A00081', 'customer_id': 'C00091', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00029', 'transaction_amount': 3592.37, 'exchange_rate': 0.8999}
[2024-11-02T06:44:15.951+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000043', 'transaction_date': 1719297855951, 'account_id': 'A00097', 'customer_id': 'C00090', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00056', 'transaction_amount': 31.24, 'exchange_rate': 1.0077}
[2024-11-02T06:44:15.952+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000044', 'transaction_date': 1713941055952, 'account_id': 'A00100', 'customer_id': 'C00043', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00038', 'transaction_amount': 8946.0, 'exchange_rate': 0.9966}
[2024-11-02T06:44:15.953+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000045', 'transaction_date': 1708065855953, 'account_id': 'A00030', 'customer_id': 'C00015', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00060', 'transaction_amount': 4637.83, 'exchange_rate': 0.7715}
[2024-11-02T06:44:15.955+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000046', 'transaction_date': 1707806655955, 'account_id': 'A00074', 'customer_id': 'C00009', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00073', 'transaction_amount': 3343.83, 'exchange_rate': 1.2096}
[2024-11-02T06:44:15.956+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000047', 'transaction_date': 1720680255956, 'account_id': 'A00047', 'customer_id': 'C00034', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00047', 'transaction_amount': 1113.47, 'exchange_rate': 0.8582}
[2024-11-02T06:44:15.957+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000048', 'transaction_date': 1719643455957, 'account_id': 'A00021', 'customer_id': 'C00061', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00074', 'transaction_amount': 4950.95, 'exchange_rate': 1.2704}
[2024-11-02T06:44:15.958+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000049', 'transaction_date': 1716878655958, 'account_id': 'A00083', 'customer_id': 'C00026', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00095', 'transaction_amount': 8228.97, 'exchange_rate': 0.7601}
[2024-11-02T06:44:15.959+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000050', 'transaction_date': 1719297855959, 'account_id': 'A00059', 'customer_id': 'C00068', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00013', 'transaction_amount': 5066.93, 'exchange_rate': 1.1324}
[2024-11-02T06:44:15.960+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000051', 'transaction_date': 1718261055960, 'account_id': 'A00066', 'customer_id': 'C00054', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00035', 'transaction_amount': 2811.65, 'exchange_rate': 0.8422}
[2024-11-02T06:44:15.961+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000052', 'transaction_date': 1708670655961, 'account_id': 'A00059', 'customer_id': 'C00061', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00085', 'transaction_amount': 3353.13, 'exchange_rate': 0.7132}
[2024-11-02T06:44:15.962+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000053', 'transaction_date': 1725173055962, 'account_id': 'A00084', 'customer_id': 'C00096', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00042', 'transaction_amount': 5580.62, 'exchange_rate': 0.8266}
[2024-11-02T06:44:15.964+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000054', 'transaction_date': 1726382655963, 'account_id': 'A00033', 'customer_id': 'C00019', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00041', 'transaction_amount': 4495.41, 'exchange_rate': 1.4625}
[2024-11-02T06:44:15.965+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000055', 'transaction_date': 1712472255965, 'account_id': 'A00024', 'customer_id': 'C00041', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00045', 'transaction_amount': 7142.98, 'exchange_rate': 0.669}
[2024-11-02T06:44:15.967+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000056', 'transaction_date': 1702104255966, 'account_id': 'A00095', 'customer_id': 'C00043', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00050', 'transaction_amount': 8883.72, 'exchange_rate': 1.4174}
[2024-11-02T06:44:15.968+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000057', 'transaction_date': 1727765055967, 'account_id': 'A00065', 'customer_id': 'C00019', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00092', 'transaction_amount': 7356.62, 'exchange_rate': 1.0539}
[2024-11-02T06:44:15.969+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000058', 'transaction_date': 1730011455969, 'account_id': 'A00095', 'customer_id': 'C00093', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00028', 'transaction_amount': 6327.71, 'exchange_rate': 1.2964}
[2024-11-02T06:44:15.970+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000059', 'transaction_date': 1707893055970, 'account_id': 'A00022', 'customer_id': 'C00083', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00042', 'transaction_amount': 3232.4, 'exchange_rate': 1.1917}
[2024-11-02T06:44:15.971+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000060', 'transaction_date': 1721717055971, 'account_id': 'A00066', 'customer_id': 'C00076', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00080', 'transaction_amount': 3963.91, 'exchange_rate': 1.0552}
[2024-11-02T06:44:15.972+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000061', 'transaction_date': 1701153855972, 'account_id': 'A00055', 'customer_id': 'C00044', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00027', 'transaction_amount': 6031.78, 'exchange_rate': 0.7005}
[2024-11-02T06:44:15.973+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000062', 'transaction_date': 1719470655973, 'account_id': 'A00001', 'customer_id': 'C00053', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00081', 'transaction_amount': 9356.83, 'exchange_rate': 0.7895}
[2024-11-02T06:44:15.975+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000063', 'transaction_date': 1719384255974, 'account_id': 'A00085', 'customer_id': 'C00093', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00032', 'transaction_amount': 6990.1, 'exchange_rate': 0.5678}
