[2024-11-02T16:02:58.017+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-11-02T16:02:56.020192+00:00 [queued]>
[2024-11-02T16:02:58.027+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-11-02T16:02:56.020192+00:00 [queued]>
[2024-11-02T16:02:58.027+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-11-02T16:02:58.045+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProducerOperator): generate_txn_fact_data> on 2024-11-02 16:02:56.020192+00:00
[2024-11-02T16:02:58.053+0000] {standard_task_runner.py:57} INFO - Started process 233 to run task
[2024-11-02T16:02:58.056+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'manual__2024-11-02T16:02:56.020192+00:00', '--job-id', '1841', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmp4p3cgksz']
[2024-11-02T16:02:58.059+0000] {standard_task_runner.py:85} INFO - Job 1841: Subtask generate_txn_fact_data
[2024-11-02T16:02:58.105+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-11-02T16:02:56.020192+00:00 [running]> on host d7ae6674561a
[2024-11-02T16:02:58.187+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='minhtranquang' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-11-02T16:02:56.020192+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-11-02T16:02:56.020192+00:00'
[2024-11-02T16:02:58.191+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.5', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.5', 9092) IPv4]
[2024-11-02T16:02:58.192+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-11-02T16:02:58.193+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.5', 9092)]>: Connection complete.
[2024-11-02T16:02:58.296+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-11-02T16:02:58.297+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-11-02T16:02:58.455+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.5', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.5', 9092) IPv4]
[2024-11-02T16:02:58.457+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.5', 9092)]>: Connection complete.
[2024-11-02T16:02:58.458+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.5', 9092)]>: Closing connection. 
[2024-11-02T16:02:58.663+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1705939378302, 'account_id': 'A00003', 'customer_id': 'C00032', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00060', 'transaction_amount': 3835.07, 'exchange_rate': 1.3909}
[2024-11-02T16:02:58.697+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000029', 'transaction_date': 1717257778697, 'account_id': 'A00092', 'customer_id': 'C00082', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00019', 'transaction_amount': 7858.95, 'exchange_rate': 0.73}
[2024-11-02T16:02:58.698+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000030', 'transaction_date': 1712764978698, 'account_id': 'A00090', 'customer_id': 'C00047', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00002', 'transaction_amount': 8839.59, 'exchange_rate': 0.7596}
[2024-11-02T16:02:58.699+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000031', 'transaction_date': 1700582578699, 'account_id': 'A00064', 'customer_id': 'C00024', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00050', 'transaction_amount': 972.84, 'exchange_rate': 0.686}
[2024-11-02T16:02:58.700+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000032', 'transaction_date': 1714320178700, 'account_id': 'A00040', 'customer_id': 'C00009', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00050', 'transaction_amount': 550.86, 'exchange_rate': 1.2432}
[2024-11-02T16:02:58.701+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000033', 'transaction_date': 1718899378701, 'account_id': 'A00049', 'customer_id': 'C00044', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00038', 'transaction_amount': 8452.39, 'exchange_rate': 1.2908}
[2024-11-02T16:02:58.702+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000034', 'transaction_date': 1702137778702, 'account_id': 'A00050', 'customer_id': 'C00057', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00067', 'transaction_amount': 6380.2, 'exchange_rate': 0.8584}
[2024-11-02T16:02:58.703+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000035', 'transaction_date': 1714406578703, 'account_id': 'A00020', 'customer_id': 'C00019', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00051', 'transaction_amount': 8119.91, 'exchange_rate': 0.747}
[2024-11-02T16:02:58.704+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000036', 'transaction_date': 1699632178704, 'account_id': 'A00092', 'customer_id': 'C00046', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00038', 'transaction_amount': 9120.79, 'exchange_rate': 0.998}
[2024-11-02T16:02:58.706+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000037', 'transaction_date': 1725638578705, 'account_id': 'A00026', 'customer_id': 'C00073', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00021', 'transaction_amount': 7728.62, 'exchange_rate': 1.2947}
[2024-11-02T16:02:58.707+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000038', 'transaction_date': 1709568178706, 'account_id': 'A00062', 'customer_id': 'C00047', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00034', 'transaction_amount': 1242.66, 'exchange_rate': 1.3144}
[2024-11-02T16:02:58.708+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000039', 'transaction_date': 1704988978708, 'account_id': 'A00098', 'customer_id': 'C00086', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00034', 'transaction_amount': 3166.71, 'exchange_rate': 0.669}
[2024-11-02T16:02:58.709+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000040', 'transaction_date': 1707667378709, 'account_id': 'A00073', 'customer_id': 'C00071', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00075', 'transaction_amount': 4322.66, 'exchange_rate': 0.8201}
[2024-11-02T16:02:58.710+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000041', 'transaction_date': 1723219378710, 'account_id': 'A00055', 'customer_id': 'C00008', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00090', 'transaction_amount': 7096.27, 'exchange_rate': 1.1786}
[2024-11-02T16:02:58.711+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000042', 'transaction_date': 1706889778711, 'account_id': 'A00012', 'customer_id': 'C00075', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00088', 'transaction_amount': 6010.95, 'exchange_rate': 1.2636}
[2024-11-02T16:02:58.712+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000043', 'transaction_date': 1729440178712, 'account_id': 'A00067', 'customer_id': 'C00063', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00043', 'transaction_amount': 3926.15, 'exchange_rate': 1.4372}
[2024-11-02T16:02:58.713+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000044', 'transaction_date': 1730476978713, 'account_id': 'A00029', 'customer_id': 'C00023', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00083', 'transaction_amount': 4061.34, 'exchange_rate': 0.9427}
[2024-11-02T16:02:58.714+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000045', 'transaction_date': 1716134578714, 'account_id': 'A00021', 'customer_id': 'C00012', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00048', 'transaction_amount': 5492.55, 'exchange_rate': 0.6401}
[2024-11-02T16:02:58.716+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000046', 'transaction_date': 1705161778715, 'account_id': 'A00100', 'customer_id': 'C00065', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00097', 'transaction_amount': 1596.54, 'exchange_rate': 0.9463}
[2024-11-02T16:02:58.717+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000047', 'transaction_date': 1729094578717, 'account_id': 'A00021', 'customer_id': 'C00090', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00084', 'transaction_amount': 6967.85, 'exchange_rate': 1.0779}
[2024-11-02T16:02:58.718+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000048', 'transaction_date': 1722268978718, 'account_id': 'A00023', 'customer_id': 'C00033', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00094', 'transaction_amount': 1780.16, 'exchange_rate': 1.183}
[2024-11-02T16:02:58.719+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000049', 'transaction_date': 1709913778719, 'account_id': 'A00065', 'customer_id': 'C00007', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00085', 'transaction_amount': 6858.42, 'exchange_rate': 1.1894}
[2024-11-02T16:02:58.720+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000050', 'transaction_date': 1720368178720, 'account_id': 'A00045', 'customer_id': 'C00052', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00096', 'transaction_amount': 2771.53, 'exchange_rate': 1.2485}
[2024-11-02T16:02:58.721+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000051', 'transaction_date': 1721577778721, 'account_id': 'A00039', 'customer_id': 'C00041', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00025', 'transaction_amount': 9161.01, 'exchange_rate': 1.0035}
[2024-11-02T16:02:58.723+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000052', 'transaction_date': 1701792178723, 'account_id': 'A00025', 'customer_id': 'C00058', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00093', 'transaction_amount': 6411.19, 'exchange_rate': 1.0221}
[2024-11-02T16:02:58.724+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000053', 'transaction_date': 1713801778724, 'account_id': 'A00066', 'customer_id': 'C00003', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00058', 'transaction_amount': 4571.22, 'exchange_rate': 1.4893}
[2024-11-02T16:02:58.725+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000054', 'transaction_date': 1700755378725, 'account_id': 'A00045', 'customer_id': 'C00060', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00088', 'transaction_amount': 2637.14, 'exchange_rate': 1.0488}
[2024-11-02T16:02:58.726+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000055', 'transaction_date': 1723651378726, 'account_id': 'A00054', 'customer_id': 'C00009', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00014', 'transaction_amount': 5219.09, 'exchange_rate': 1.0115}
[2024-11-02T16:02:58.727+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000056', 'transaction_date': 1716998578727, 'account_id': 'A00077', 'customer_id': 'C00006', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00091', 'transaction_amount': 4670.72, 'exchange_rate': 1.3973}
[2024-11-02T16:02:58.728+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000057', 'transaction_date': 1707753778728, 'account_id': 'A00021', 'customer_id': 'C00045', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00009', 'transaction_amount': 2905.65, 'exchange_rate': 0.7638}
[2024-11-02T16:02:58.729+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000058', 'transaction_date': 1700668978729, 'account_id': 'A00049', 'customer_id': 'C00038', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00087', 'transaction_amount': 213.13, 'exchange_rate': 1.3227}
[2024-11-02T16:02:58.730+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000059', 'transaction_date': 1713196978730, 'account_id': 'A00094', 'customer_id': 'C00055', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00003', 'transaction_amount': 9964.68, 'exchange_rate': 1.2344}
[2024-11-02T16:02:58.732+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000060', 'transaction_date': 1724688178731, 'account_id': 'A00089', 'customer_id': 'C00053', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00023', 'transaction_amount': 2173.53, 'exchange_rate': 1.4824}
[2024-11-02T16:02:58.733+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000061', 'transaction_date': 1721577778733, 'account_id': 'A00098', 'customer_id': 'C00029', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00093', 'transaction_amount': 8974.13, 'exchange_rate': 0.6043}
[2024-11-02T16:02:58.734+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000062', 'transaction_date': 1729612978734, 'account_id': 'A00071', 'customer_id': 'C00073', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00093', 'transaction_amount': 3600.65, 'exchange_rate': 0.7467}
[2024-11-02T16:02:58.735+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000063', 'transaction_date': 1702483378735, 'account_id': 'A00050', 'customer_id': 'C00024', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00047', 'transaction_amount': 3378.15, 'exchange_rate': 0.9481}
