[2024-11-02T16:30:55.712+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-11-02T16:30:53.969707+00:00 [queued]>
[2024-11-02T16:30:55.720+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-11-02T16:30:53.969707+00:00 [queued]>
[2024-11-02T16:30:55.720+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-11-02T16:30:55.734+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProducerOperator): generate_txn_fact_data> on 2024-11-02 16:30:53.969707+00:00
[2024-11-02T16:30:55.738+0000] {standard_task_runner.py:57} INFO - Started process 2851 to run task
[2024-11-02T16:30:55.741+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'manual__2024-11-02T16:30:53.969707+00:00', '--job-id', '1857', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmphtx4v088']
[2024-11-02T16:30:55.744+0000] {standard_task_runner.py:85} INFO - Job 1857: Subtask generate_txn_fact_data
[2024-11-02T16:30:55.784+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-11-02T16:30:53.969707+00:00 [running]> on host d7ae6674561a
[2024-11-02T16:30:55.862+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='minhtranquang' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-11-02T16:30:53.969707+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-11-02T16:30:53.969707+00:00'
[2024-11-02T16:30:55.865+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.5', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.5', 9092) IPv4]
[2024-11-02T16:30:55.866+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-11-02T16:30:55.867+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.5', 9092)]>: Connection complete.
[2024-11-02T16:30:55.969+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-11-02T16:30:55.970+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-11-02T16:30:55.974+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1720629055973, 'account_id': 'A00062', 'customer_id': 'C00099', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00084', 'transaction_amount': 8450.91, 'exchange_rate': 0.9911}
[2024-11-02T16:30:55.988+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1703781055987, 'account_id': 'A00073', 'customer_id': 'C00064', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00051', 'transaction_amount': 1769.13, 'exchange_rate': 1.1291}
[2024-11-02T16:30:55.990+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000010', 'transaction_date': 1722529855989, 'account_id': 'A00064', 'customer_id': 'C00088', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00010', 'transaction_amount': 815.81, 'exchange_rate': 1.0274}
[2024-11-02T16:30:55.991+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000011', 'transaction_date': 1710174655991, 'account_id': 'A00048', 'customer_id': 'C00090', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00070', 'transaction_amount': 4535.04, 'exchange_rate': 0.7379}
[2024-11-02T16:30:55.992+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000012', 'transaction_date': 1726677055992, 'account_id': 'A00001', 'customer_id': 'C00054', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00081', 'transaction_amount': 1163.05, 'exchange_rate': 1.4887}
[2024-11-02T16:30:55.994+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000013', 'transaction_date': 1727886655994, 'account_id': 'A00054', 'customer_id': 'C00072', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00072', 'transaction_amount': 8821.28, 'exchange_rate': 0.8115}
[2024-11-02T16:30:55.996+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000014', 'transaction_date': 1730565055995, 'account_id': 'A00082', 'customer_id': 'C00044', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00080', 'transaction_amount': 4718.02, 'exchange_rate': 1.3023}
[2024-11-02T16:30:55.998+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1724430655997, 'account_id': 'A00091', 'customer_id': 'C00096', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00065', 'transaction_amount': 7546.05, 'exchange_rate': 0.6231}
[2024-11-02T16:30:55.999+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000016', 'transaction_date': 1717777855999, 'account_id': 'A00036', 'customer_id': 'C00011', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00095', 'transaction_amount': 5256.71, 'exchange_rate': 1.3979}
[2024-11-02T16:30:56.001+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000017', 'transaction_date': 1707928256001, 'account_id': 'A00075', 'customer_id': 'C00002', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00095', 'transaction_amount': 2608.21, 'exchange_rate': 1.4441}
[2024-11-02T16:30:56.002+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000018', 'transaction_date': 1706200256002, 'account_id': 'A00001', 'customer_id': 'C00093', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00027', 'transaction_amount': 9497.01, 'exchange_rate': 1.4174}
[2024-11-02T16:30:56.004+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000019', 'transaction_date': 1726331456004, 'account_id': 'A00003', 'customer_id': 'C00098', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00021', 'transaction_amount': 9958.91, 'exchange_rate': 1.4222}
[2024-11-02T16:30:56.005+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000020', 'transaction_date': 1702485056005, 'account_id': 'A00056', 'customer_id': 'C00003', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00021', 'transaction_amount': 2915.75, 'exchange_rate': 0.5702}
[2024-11-02T16:30:56.006+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000021', 'transaction_date': 1725294656006, 'account_id': 'A00047', 'customer_id': 'C00017', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00044', 'transaction_amount': 2080.36, 'exchange_rate': 0.923}
[2024-11-02T16:30:56.008+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000022', 'transaction_date': 1711038656008, 'account_id': 'A00059', 'customer_id': 'C00007', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00095', 'transaction_amount': 9438.54, 'exchange_rate': 1.2151}
[2024-11-02T16:30:56.009+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000023', 'transaction_date': 1715531456009, 'account_id': 'A00042', 'customer_id': 'C00041', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00099', 'transaction_amount': 8750.68, 'exchange_rate': 1.4823}
[2024-11-02T16:30:56.011+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000024', 'transaction_date': 1729009856011, 'account_id': 'A00074', 'customer_id': 'C00085', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00067', 'transaction_amount': 4103.24, 'exchange_rate': 0.9062}
[2024-11-02T16:30:56.013+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000025', 'transaction_date': 1708446656012, 'account_id': 'A00058', 'customer_id': 'C00075', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00071', 'transaction_amount': 9670.78, 'exchange_rate': 1.2014}
[2024-11-02T16:30:56.014+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000026', 'transaction_date': 1719160256014, 'account_id': 'A00012', 'customer_id': 'C00012', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00040', 'transaction_amount': 5153.17, 'exchange_rate': 1.033}
[2024-11-02T16:30:56.016+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000027', 'transaction_date': 1715963456015, 'account_id': 'A00097', 'customer_id': 'C00026', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00073', 'transaction_amount': 9772.71, 'exchange_rate': 0.8606}
[2024-11-02T16:30:56.017+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000028', 'transaction_date': 1705854656017, 'account_id': 'A00096', 'customer_id': 'C00085', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00083', 'transaction_amount': 4747.04, 'exchange_rate': 0.5846}
[2024-11-02T16:30:56.019+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000029', 'transaction_date': 1725294656018, 'account_id': 'A00029', 'customer_id': 'C00069', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00009', 'transaction_amount': 5856.12, 'exchange_rate': 0.8649}
[2024-11-02T16:30:56.020+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000030', 'transaction_date': 1706718656020, 'account_id': 'A00069', 'customer_id': 'C00032', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00099', 'transaction_amount': 6550.03, 'exchange_rate': 0.507}
[2024-11-02T16:30:56.022+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000031', 'transaction_date': 1724862656022, 'account_id': 'A00059', 'customer_id': 'C00072', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00042', 'transaction_amount': 534.74, 'exchange_rate': 1.4773}
[2024-11-02T16:30:56.023+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000032', 'transaction_date': 1724257856023, 'account_id': 'A00001', 'customer_id': 'C00024', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00093', 'transaction_amount': 8583.68, 'exchange_rate': 1.4161}
[2024-11-02T16:30:56.025+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000033', 'transaction_date': 1701361856025, 'account_id': 'A00008', 'customer_id': 'C00019', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00078', 'transaction_amount': 8613.46, 'exchange_rate': 1.0808}
[2024-11-02T16:30:56.027+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000034', 'transaction_date': 1709656256027, 'account_id': 'A00100', 'customer_id': 'C00011', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00005', 'transaction_amount': 5522.31, 'exchange_rate': 0.6803}
[2024-11-02T16:30:56.028+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000035', 'transaction_date': 1709483456028, 'account_id': 'A00085', 'customer_id': 'C00057', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00020', 'transaction_amount': 525.39, 'exchange_rate': 1.0898}
[2024-11-02T16:30:56.030+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000036', 'transaction_date': 1720629056030, 'account_id': 'A00089', 'customer_id': 'C00020', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00011', 'transaction_amount': 6939.53, 'exchange_rate': 0.683}
[2024-11-02T16:30:56.032+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000037', 'transaction_date': 1728750656032, 'account_id': 'A00095', 'customer_id': 'C00037', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00055', 'transaction_amount': 3648.43, 'exchange_rate': 0.9576}
[2024-11-02T16:30:56.034+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000038', 'transaction_date': 1707150656034, 'account_id': 'A00036', 'customer_id': 'C00098', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00007', 'transaction_amount': 974.1, 'exchange_rate': 0.9966}
[2024-11-02T16:30:56.036+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000039', 'transaction_date': 1699288256035, 'account_id': 'A00083', 'customer_id': 'C00073', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00078', 'transaction_amount': 3143.52, 'exchange_rate': 0.6217}
[2024-11-02T16:30:56.038+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000040', 'transaction_date': 1724689856037, 'account_id': 'A00052', 'customer_id': 'C00037', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00082', 'transaction_amount': 7603.16, 'exchange_rate': 1.247}
[2024-11-02T16:30:56.039+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000041', 'transaction_date': 1725208256039, 'account_id': 'A00076', 'customer_id': 'C00029', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00050', 'transaction_amount': 6808.96, 'exchange_rate': 1.2917}
[2024-11-02T16:30:56.040+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000042', 'transaction_date': 1711902656040, 'account_id': 'A00068', 'customer_id': 'C00088', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00040', 'transaction_amount': 9206.03, 'exchange_rate': 0.6584}
[2024-11-02T16:30:56.042+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000043', 'transaction_date': 1722270656042, 'account_id': 'A00035', 'customer_id': 'C00019', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00028', 'transaction_amount': 1181.35, 'exchange_rate': 1.2715}
[2024-11-02T16:30:56.044+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000044', 'transaction_date': 1703781056044, 'account_id': 'A00074', 'customer_id': 'C00050', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00012', 'transaction_amount': 586.49, 'exchange_rate': 0.8999}
[2024-11-02T16:30:56.046+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000045', 'transaction_date': 1700411456045, 'account_id': 'A00098', 'customer_id': 'C00042', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00098', 'transaction_amount': 7773.83, 'exchange_rate': 0.808}
[2024-11-02T16:30:56.048+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000046', 'transaction_date': 1699374656047, 'account_id': 'A00061', 'customer_id': 'C00003', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00080', 'transaction_amount': 4283.98, 'exchange_rate': 1.3623}
[2024-11-02T16:30:56.049+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000047', 'transaction_date': 1701448256049, 'account_id': 'A00051', 'customer_id': 'C00011', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00018', 'transaction_amount': 7716.83, 'exchange_rate': 1.484}
[2024-11-02T16:30:56.050+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000048', 'transaction_date': 1701189056050, 'account_id': 'A00087', 'customer_id': 'C00050', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00093', 'transaction_amount': 5245.88, 'exchange_rate': 0.6606}
[2024-11-02T16:30:56.052+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000049', 'transaction_date': 1718987456052, 'account_id': 'A00089', 'customer_id': 'C00087', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00030', 'transaction_amount': 4218.37, 'exchange_rate': 0.7738}
[2024-11-02T16:30:56.054+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000050', 'transaction_date': 1716136256054, 'account_id': 'A00015', 'customer_id': 'C00039', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00099', 'transaction_amount': 6664.4, 'exchange_rate': 1.2512}
[2024-11-02T16:30:56.056+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000051', 'transaction_date': 1703521856055, 'account_id': 'A00013', 'customer_id': 'C00031', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00081', 'transaction_amount': 7996.99, 'exchange_rate': 1.4686}
[2024-11-02T16:30:56.057+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000052', 'transaction_date': 1718641856057, 'account_id': 'A00040', 'customer_id': 'C00078', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00042', 'transaction_amount': 1689.65, 'exchange_rate': 0.5166}
[2024-11-02T16:30:56.059+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000053', 'transaction_date': 1717691456059, 'account_id': 'A00087', 'customer_id': 'C00026', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00056', 'transaction_amount': 1651.09, 'exchange_rate': 0.5366}
[2024-11-02T16:30:56.061+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000054', 'transaction_date': 1704817856061, 'account_id': 'A00025', 'customer_id': 'C00059', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00064', 'transaction_amount': 8804.65, 'exchange_rate': 0.7653}
[2024-11-02T16:30:56.062+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000055', 'transaction_date': 1710088256062, 'account_id': 'A00025', 'customer_id': 'C00047', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00076', 'transaction_amount': 3434.94, 'exchange_rate': 1.4436}
[2024-11-02T16:30:56.064+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000056', 'transaction_date': 1726417856064, 'account_id': 'A00076', 'customer_id': 'C00048', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00044', 'transaction_amount': 4420.1, 'exchange_rate': 0.6052}
[2024-11-02T16:30:56.066+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000057', 'transaction_date': 1718037056065, 'account_id': 'A00052', 'customer_id': 'C00044', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00021', 'transaction_amount': 2892.97, 'exchange_rate': 0.6762}
[2024-11-02T16:30:56.067+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000058', 'transaction_date': 1701707456067, 'account_id': 'A00072', 'customer_id': 'C00024', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00028', 'transaction_amount': 9425.5, 'exchange_rate': 1.1137}
[2024-11-02T16:30:56.069+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000059', 'transaction_date': 1711816256069, 'account_id': 'A00043', 'customer_id': 'C00044', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00086', 'transaction_amount': 5074.77, 'exchange_rate': 1.1353}
[2024-11-02T16:30:56.070+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000060', 'transaction_date': 1699893056070, 'account_id': 'A00020', 'customer_id': 'C00022', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00029', 'transaction_amount': 8898.66, 'exchange_rate': 0.5934}
[2024-11-02T16:30:56.072+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000061', 'transaction_date': 1727454656072, 'account_id': 'A00021', 'customer_id': 'C00087', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00098', 'transaction_amount': 3166.81, 'exchange_rate': 0.9219}
[2024-11-02T16:30:56.073+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000062', 'transaction_date': 1725467456073, 'account_id': 'A00050', 'customer_id': 'C00088', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00018', 'transaction_amount': 8898.28, 'exchange_rate': 1.2317}
[2024-11-02T16:30:56.074+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000063', 'transaction_date': 1716568256074, 'account_id': 'A00023', 'customer_id': 'C00075', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00100', 'transaction_amount': 361.06, 'exchange_rate': 1.4033}
[2024-11-02T16:30:56.076+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000064', 'transaction_date': 1729960256076, 'account_id': 'A00036', 'customer_id': 'C00032', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00019', 'transaction_amount': 5868.38, 'exchange_rate': 1.0441}
[2024-11-02T16:30:56.078+0000] {kafka_operator.py:60} INFO - Sent transaction: {'transaction_id': 'T000065', 'transaction_date': 1729528256077, 'account_id': 'A00039', 'customer_id': 'C00068', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00047', 'transaction_amount': 3666.99, 'exchange_rate': 1.3423}
